Path: /HepData/7076/d143-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.4550 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.455 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0386	0.0386	0.0386	0.0496	0.0496	0.0496	-0.2526	+0.2382	-0.2382	+0.0527	-0.0527	-0.22	+0.2153	-0.2153	+0.0466	-0.0466
0.0457	0.0457	0.0457	0.0592	0.0592	0.0592	-0.3053	+0.2267	-0.2267	+0.0415	-0.0415	-0.2608	+0.2016	-0.2016	+0.0352	-0.0352
0.0541	0.0541	0.0541	0.0707	0.0707	0.0707	0.0374	+0.2122	-0.2122	+0.0235	-0.0235	0.0462	+0.1851	-0.1851	+0.0156	-0.0156
0.064	0.064	0.064	0.0844	0.0844	0.0844	-0.5079	+0.2071	-0.2071	+0.0418	-0.0418	-0.419	+0.1768	-0.1768	+0.0324	-0.0324
0.0756	0.0756	0.0756	0.101	0.101	0.101	-0.0837	+0.2027	-0.2027	+0.0206	-0.0206	-0.0542	+0.169	-0.169	+0.0089	-0.0089
0.0885	0.0885	0.0885	0.12	0.12	0.12	-0.1162	+0.1952	-0.1952	+0.0278	-0.0278	-0.0793	+0.1586	-0.1586	+0.0169	-0.0169
0.1044	0.1044	0.1044	0.144	0.144	0.144	0.05	+0.2011	-0.2011	+0.0259	-0.0259	0.0541	+0.1587	-0.1587	+0.0151	-0.0151
0.1216	0.1216	0.1216	0.171	0.171	0.171	0.081	+0.21	-0.21	+0.0226	-0.0226	0.0766	+0.1609	-0.1609	+0.0111	-0.0111
0.1423	0.1423	0.1423	0.205	0.205	0.205	0.0281	+0.1035	-0.1035	+0.0238	-0.0238	0.035	+0.0768	-0.0768	+0.0111	-0.0111
0.1649	0.1649	0.1649	0.244	0.244	0.244	0.0141	+0.0946	-0.0946	+0.0267	-0.0267	0.0246	+0.0679	-0.0679	+0.0135	-0.0135
0.1912	0.1912	0.1912	0.292	0.292	0.292	0.0684	+0.0985	-0.0985	+0.0309	-0.0309	0.0625	+0.0683	-0.0683	+0.0181	-0.0181
0.2198	0.2198	0.2198	0.348	0.348	0.348	0.069	+0.0983	-0.0983	+0.0312	-0.0312	0.0627	+0.066	-0.066	+0.0185	-0.0185
0.2519	0.2519	0.2519	0.416	0.416	0.416	0.0662	+0.1068	-0.1068	+0.0312	-0.0312	0.0623	+0.0694	-0.0694	+0.0192	-0.0192
0.2865	0.2865	0.2865	0.496	0.496	0.496	0.1579	+0.1174	-0.1174	+0.0341	-0.0341	0.1236	+0.0742	-0.0742	+0.0235	-0.0235
0.324	0.324	0.324	0.592	0.592	0.592	0.6881	+0.1507	-0.1507	+0.0857	-0.0857	0.4476	+0.0927	-0.0927	+0.0555	-0.0555

