Path: /HepData/7076/d246-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.1950 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.195 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1523	0.1523	0.1523	0.707	0.707	0.707	0.2314	+0.2531	-0.2531	+0.0358	-0.0358	0.216	+0.2215	-0.2215	+0.0273	-0.0273
0.1766	0.1766	0.1766	0.844	0.844	0.844	0.3769	+0.2745	-0.2745	+0.0581	-0.0581	0.3405	+0.2372	-0.2372	+0.0475	-0.0475
0.2042	0.2042	0.2042	1.01	1.01	1.01	-0.0468	+0.2914	-0.2914	+0.0274	-0.0274	-0.0227	+0.2483	-0.2483	+0.0169	-0.0169
0.2336	0.2336	0.2336	1.2	1.2	1.2	0.1195	+0.3443	-0.3443	+0.0281	-0.0281	0.1191	+0.2897	-0.2897	+0.0177	-0.0177
0.2678	0.2678	0.2678	1.44	1.44	1.44	0.3236	+0.2283	-0.2283	+0.0464	-0.0464	0.2937	+0.1914	-0.1914	+0.036	-0.036
0.3029	0.3029	0.3029	1.71	1.71	1.71	0.0828	+0.2192	-0.2192	+0.038	-0.038	0.0901	+0.1819	-0.1819	+0.0286	-0.0286
0.3424	0.3424	0.3424	2.05	2.05	2.05	0.1383	+0.2231	-0.2231	+0.0429	-0.0429	0.1348	+0.1833	-0.1833	+0.0338	-0.0338
0.3827	0.3827	0.3827	2.44	2.44	2.44	0.1085	+0.2409	-0.2409	+0.053	-0.053	0.1129	+0.1964	-0.1964	+0.0427	-0.0427
0.4259	0.4259	0.4259	2.92	2.92	2.92	0.5403	+0.2454	-0.2454	+0.1377	-0.1377	0.4592	+0.1991	-0.1991	+0.1128	-0.1128
0.4692	0.4692	0.4692	3.48	3.48	3.48	0.6276	+0.3118	-0.3118	+0.101	-0.101	0.5298	+0.2531	-0.2531	+0.0831	-0.0831

