Path: /HepData/7076/d146-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.4650 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.465 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.3586	0.3586	0.3586	0.707	0.707	0.707	-0.0543	+0.6109	-0.6109	+0.0516	-0.0516	-0.0108	+0.3638	-0.3638	+0.0144	-0.0144
0.4003	0.4003	0.4003	0.844	0.844	0.844	-0.0977	+0.6442	-0.6442	+0.0589	-0.0589	-0.035	+0.3772	-0.3772	+0.0174	-0.0174
0.4441	0.4441	0.4441	1.01	1.01	1.01	-0.6691	+0.7094	-0.7094	+0.1342	-0.1342	-0.3649	+0.4106	-0.4106	+0.0704	-0.0704
0.4869	0.4869	0.4869	1.2	1.2	1.2	2.8108	+0.8054	-0.8054	+0.3532	-0.3532	1.6425	+0.4638	-0.4638	+0.2016	-0.2016
0.5324	0.5324	0.5324	1.44	1.44	1.44	0.7135	+0.6212	-0.6212	+0.1025	-0.1025	0.4379	+0.3613	-0.3613	+0.0511	-0.0511
0.5749	0.5749	0.5749	1.71	1.71	1.71	0.3667	+0.6176	-0.6176	+0.1267	-0.1267	0.2391	+0.3625	-0.3625	+0.0681	-0.0681
0.6185	0.6185	0.6185	2.05	2.05	2.05	0.5532	+0.6686	-0.6686	+0.104	-0.104	0.3544	+0.3979	-0.3979	+0.0561	-0.0561
0.6587	0.6587	0.6587	2.44	2.44	2.44	1.3743	+0.72	-0.72	+0.2129	-0.2129	0.8456	+0.4369	-0.4369	+0.1278	-0.1278
0.6978	0.6978	0.6978	2.92	2.92	2.92	1.49	+0.756	-0.756	+0.2017	-0.2017	0.9523	+0.4699	-0.4699	+0.1252	-0.1252
0.7335	0.7335	0.7335	3.48	3.48	3.48	1.3368	+0.9479	-0.9479	+0.3696	-0.3696	0.8628	+0.6085	-0.6085	+0.2384	-0.2384
0.7669	0.7669	0.7669	4.16	4.16	4.16	0.9611	+1.0613	-1.0613	+0.1793	-0.1793	0.6545	+0.7029	-0.7029	+0.1187	-0.1187

