Path: /HepData/7076/d158-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.5250 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.525 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.3287	0.3287	0.3287	0.707	0.707	0.707	0.9898	+0.4932	-0.4932	+0.1253	-0.1253	0.6482	+0.3133	-0.3133	+0.0752	-0.0752
0.3689	0.3689	0.3689	0.844	0.844	0.844	0.4032	+0.5303	-0.5303	+0.0717	-0.0717	0.2719	+0.3305	-0.3305	+0.0335	-0.0335
0.4116	0.4116	0.4116	1.01	1.01	1.01	-0.8505	+0.5923	-0.5923	+0.1216	-0.1216	-0.4997	+0.3638	-0.3638	+0.0672	-0.0672
0.4539	0.4539	0.4539	1.2	1.2	1.2	0.9324	+0.6711	-0.6711	+0.1413	-0.1413	0.5904	+0.4085	-0.4085	+0.0803	-0.0803
0.4993	0.4993	0.4993	1.44	1.44	1.44	1.3136	+0.506	-0.506	+0.1558	-0.1558	0.8316	+0.3095	-0.3095	+0.0904	-0.0904
0.5422	0.5422	0.5422	1.71	1.71	1.71	0.3194	+0.5123	-0.5123	+0.0972	-0.0972	0.2208	+0.3146	-0.3146	+0.051	-0.051
0.5867	0.5867	0.5867	2.05	2.05	2.05	0.8093	+0.5485	-0.5485	+0.1044	-0.1044	0.5298	+0.3399	-0.3399	+0.0591	-0.0591
0.6282	0.6282	0.6282	2.44	2.44	2.44	1.6665	+0.5953	-0.5953	+0.1619	-0.1619	1.0742	+0.3743	-0.3743	+0.1004	-0.1004
0.6691	0.6691	0.6691	2.92	2.92	2.92	1.0761	+0.6389	-0.6389	+0.1808	-0.1808	0.7034	+0.4094	-0.4094	+0.1152	-0.1152
0.7068	0.7068	0.7068	3.48	3.48	3.48	0.1133	+0.8329	-0.8329	+0.1419	-0.1419	0.0887	+0.5482	-0.5482	+0.0923	-0.0923
0.7423	0.7423	0.7423	4.16	4.16	4.16	1.38	+0.9123	-0.9123	+0.2643	-0.2643	0.9564	+0.6169	-0.6169	+0.1797	-0.1797

