Path: /HepData/7076/d170-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.5850 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.585 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.3025	0.3025	0.3025		0.707	0.707	0.707	0.1575	+0.467	-0.467	+0.0679	-0.0679	0.1325	+0.3135	-0.3135	+0.0362	-0.0362
	0.3411	0.3411	0.3411		0.844	0.844	0.844	0.4801	+0.5023	-0.5023	+0.0866	-0.0866	0.3434	+0.3304	-0.3304	+0.0488	-0.0488
	0.3825	0.3825	0.3825		1.01	1.01	1.01	-0.2122	+0.5497	-0.5497	+0.0756	-0.0756	-0.1085	+0.3556	-0.3556	+0.0379	-0.0379
	0.424	0.424	0.424		1.2	1.2	1.2	0.0038	+0.6029	-0.6029	+0.0553	-0.0553	0.0321	+0.3855	-0.3855	+0.0169	-0.0169
	0.469	0.469	0.469		1.44	1.44	1.44	0.1303	+0.4408	-0.4408	+0.0789	-0.0789	0.1114	+0.2822	-0.2822	+0.0399	-0.0399
	0.5119	0.5119	0.5119		1.71	1.71	1.71	-0.1514	+0.448	-0.448	+0.1246	-0.1246	-0.0618	+0.2868	-0.2868	+0.0733	-0.0733
	0.557	0.557	0.557		2.05	2.05	2.05	0.1457	+0.4701	-0.4701	+0.1251	-0.1251	0.1258	+0.3023	-0.3023	+0.0761	-0.0761
	0.5994	0.5994	0.5994		2.44	2.44	2.44	0.3091	+0.5108	-0.5108	+0.0936	-0.0936	0.2312	+0.3318	-0.3318	+0.0572	-0.0572
	0.6417	0.6417	0.6417		2.92	2.92	2.92	1.1254	+0.5686	-0.5686	+0.1662	-0.1662	0.7686	+0.375	-0.375	+0.109	-0.109
	0.681	0.681	0.681		3.48	3.48	3.48	-0.6883	+0.7868	-0.7868	+0.177	-0.177	-0.4338	+0.5311	-0.5311	+0.1198	-0.1198
	0.7184	0.7184	0.7184		4.16	4.16	4.16	0.6576	+0.8718	-0.8718	+0.1032	-0.1032	0.4811	+0.6022	-0.6022	+0.0705	-0.0705

