Path: /HepData/7076/d196-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.7150 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.715 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.2556	0.2556	0.2556		0.707	0.707	0.707	0.2329	+0.3792	-0.3792	+0.0554	-0.0554	0.1923	+0.2796	-0.2796	+0.0326	-0.0326
	0.2907	0.2907	0.2907		0.844	0.844	0.844	0.0928	+0.4133	-0.4133	+0.0436	-0.0436	0.0892	+0.2985	-0.2985	+0.0182	-0.0182
	0.329	0.329	0.329		1.01	1.01	1.01	1.2278	+0.4597	-0.4597	+0.1784	-0.1784	0.8936	+0.3259	-0.3259	+0.1237	-0.1237
	0.3682	0.3682	0.3682		1.2	1.2	1.2	0.3411	+0.5258	-0.5258	+0.0603	-0.0603	0.2632	+0.3673	-0.3673	+0.0336	-0.0336
	0.4115	0.4115	0.4115		1.44	1.44	1.44	0.1467	+0.364	-0.364	+0.057	-0.057	0.1275	+0.2537	-0.2537	+0.0315	-0.0315
	0.4536	0.4536	0.4536		1.71	1.71	1.71	0.3472	+0.3677	-0.3677	+0.0777	-0.0777	0.2713	+0.2546	-0.2546	+0.0485	-0.0485
	0.4988	0.4988	0.4988		2.05	2.05	2.05	-0.0827	+0.3851	-0.3851	+0.12	-0.12	-0.0269	+0.266	-0.266	+0.081	-0.081
	0.5423	0.5423	0.5423		2.44	2.44	2.44	0.0226	+0.4242	-0.4242	+0.0938	-0.0938	0.0399	+0.2938	-0.2938	+0.0643	-0.0643
	0.5864	0.5864	0.5864		2.92	2.92	2.92	0.4578	+0.4655	-0.4655	+0.0758	-0.0758	0.3463	+0.3247	-0.3247	+0.0521	-0.0521
	0.6282	0.6282	0.6282		3.48	3.48	3.48	1.4154	+0.5848	-0.5848	+0.1938	-0.1938	1.0243	+0.4144	-0.4144	+0.139	-0.139
	0.6689	0.6689	0.6689		4.16	4.16	4.16	1.1118	+0.6341	-0.6341	+0.1724	-0.1724	0.8206	+0.4564	-0.4564	+0.125	-0.125

