Path: /HepData/7076/d261-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.3450 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.345 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1328	0.1328	0.1328		0.707	0.707	0.707	-0.0964	+0.2533	-0.2533	+0.055	-0.055	-0.0771	+0.2273	-0.2273	+0.0476	-0.0476
	0.1545	0.1545	0.1545		0.844	0.844	0.844	-0.0485	+0.2679	-0.2679	+0.0277	-0.0277	-0.0318	+0.2378	-0.2378	+0.0206	-0.0206
	0.1795	0.1795	0.1795		1.01	1.01	1.01	0.2573	+0.2907	-0.2907	+0.0448	-0.0448	0.2388	+0.2551	-0.2551	+0.0369	-0.0369
	0.2063	0.2063	0.2063		1.2	1.2	1.2	-0.1438	+0.3086	-0.3086	+0.0231	-0.0231	-0.11	+0.2678	-0.2678	+0.0151	-0.0151
	0.2377	0.2377	0.2377		1.44	1.44	1.44	-0.0868	+0.1893	-0.1893	+0.0375	-0.0375	-0.0588	+0.1641	-0.1641	+0.03	-0.03
	0.2703	0.2703	0.2703		1.71	1.71	1.71	0.192	+0.1843	-0.1843	+0.073	-0.073	0.1817	+0.1582	-0.1582	+0.0623	-0.0623
	0.3075	0.3075	0.3075		2.05	2.05	2.05	0.2866	+0.192	-0.192	+0.0411	-0.0411	0.2618	+0.1632	-0.1632	+0.034	-0.034
	0.3457	0.3457	0.3457		2.44	2.44	2.44	0.3928	+0.1977	-0.1977	+0.0655	-0.0655	0.3516	+0.1667	-0.1667	+0.0549	-0.0549
	0.3874	0.3874	0.3874		2.92	2.92	2.92	0.5288	+0.2099	-0.2099	+0.061	-0.061	0.4619	+0.1759	-0.1759	+0.0514	-0.0514
	0.4298	0.4298	0.4298		3.48	3.48	3.48	0.2523	+0.2729	-0.2729	+0.0482	-0.0482	0.2292	+0.2285	-0.2285	+0.0414	-0.0414

