Path: /HepData/7076/d242-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.1550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.155 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1582	0.1582	0.1582		0.707	0.707	0.707	-0.0429	+0.2658	-0.2658	+0.0332	-0.0332	-0.023	+0.2308	-0.2308	+0.0236	-0.0236
	0.1832	0.1832	0.1832		0.844	0.844	0.844	0.0831	+0.2767	-0.2767	+0.0372	-0.0372	0.0872	+0.2369	-0.2369	+0.0271	-0.0271
	0.2116	0.2116	0.2116		1.01	1.01	1.01	0.4719	+0.3029	-0.3029	+0.0592	-0.0592	0.4167	+0.2558	-0.2558	+0.0471	-0.0471
	0.2418	0.2418	0.2418		1.2	1.2	1.2	-0.2819	+0.3426	-0.3426	+0.0427	-0.0427	-0.2151	+0.2855	-0.2855	+0.0314	-0.0314
	0.2768	0.2768	0.2768		1.44	1.44	1.44	0.3446	+0.2342	-0.2342	+0.0429	-0.0429	0.3094	+0.1943	-0.1943	+0.032	-0.032
	0.3125	0.3125	0.3125		1.71	1.71	1.71	0.3011	+0.2261	-0.2261	+0.0508	-0.0508	0.27	+0.1857	-0.1857	+0.0396	-0.0396
	0.3527	0.3527	0.3527		2.05	2.05	2.05	0.0742	+0.2314	-0.2314	+0.0413	-0.0413	0.0841	+0.1883	-0.1883	+0.0315	-0.0315
	0.3934	0.3934	0.3934		2.44	2.44	2.44	0.0935	+0.2465	-0.2465	+0.0345	-0.0345	0.0982	+0.199	-0.199	+0.027	-0.027
	0.437	0.437	0.437		2.92	2.92	2.92	0.2218	+0.2489	-0.2489	+0.0601	-0.0601	0.2024	+0.2001	-0.2001	+0.0486	-0.0486
	0.4805	0.4805	0.4805		3.48	3.48	3.48	-0.1748	+0.3048	-0.3048	+0.0588	-0.0588	-0.1191	+0.2453	-0.2453	+0.0483	-0.0483

