Path: /HepData/7076/d150-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.4850 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.485 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.3482	0.3482	0.3482	0.707	0.707	0.707	0.6369	+0.5949	-0.5949	+0.1715	-0.1715	0.4073	+0.3624	-0.3624	+0.103	-0.103
0.3894	0.3894	0.3894	0.844	0.844	0.844	1.0125	+0.6399	-0.6399	+0.2072	-0.2072	0.6263	+0.3829	-0.3829	+0.1228	-0.1228
0.4328	0.4328	0.4328	1.01	1.01	1.01	1.304	+0.7118	-0.7118	+0.2231	-0.2231	0.7928	+0.4205	-0.4205	+0.1307	-0.1307
0.4755	0.4755	0.4755	1.2	1.2	1.2	-0.6555	+0.8092	-0.8092	+0.1344	-0.1344	-0.3617	+0.4749	-0.4749	+0.0734	-0.0734
0.5211	0.5211	0.5211	1.44	1.44	1.44	0.5139	+0.6259	-0.6259	+0.1149	-0.1149	0.3246	+0.3702	-0.3702	+0.0644	-0.0644
0.5637	0.5637	0.5637	1.71	1.71	1.71	1.1495	+0.6296	-0.6296	+0.2268	-0.2268	0.7039	+0.375	-0.375	+0.1343	-0.1343
0.6077	0.6077	0.6077	2.05	2.05	2.05	-0.2794	+0.6724	-0.6724	+0.097	-0.097	-0.1441	+0.4055	-0.4055	+0.0553	-0.0553
0.6483	0.6483	0.6483	2.44	2.44	2.44	0.5595	+0.7297	-0.7297	+0.1168	-0.1168	0.3682	+0.4476	-0.4476	+0.0717	-0.0717
0.6881	0.6881	0.6881	2.92	2.92	2.92	0.2971	+0.7813	-0.7813	+0.0958	-0.0958	0.2127	+0.4901	-0.4901	+0.06	-0.06
0.7245	0.7245	0.7245	3.48	3.48	3.48	0.8566	+0.9661	-0.9661	+0.2711	-0.2711	0.5744	+0.6246	-0.6246	+0.1772	-0.1772
0.7586	0.7586	0.7586	4.16	4.16	4.16	0.9833	+1.0475	-1.0475	+0.2998	-0.2998	0.695	+0.6977	-0.6977	+0.1976	-0.1976

