Path: /HepData/7076/d260-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.3350 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.335 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.134	0.134	0.134	0.707	0.707	0.707	-0.3209	+0.2557	-0.2557	+0.0395	-0.0395	-0.2776	+0.2292	-0.2292	+0.0328	-0.0328
0.1559	0.1559	0.1559	0.844	0.844	0.844	-0.1365	+0.271	-0.271	+0.026	-0.026	-0.1094	+0.2402	-0.2402	+0.0184	-0.0184
0.181	0.181	0.181	1.01	1.01	1.01	-0.2213	+0.2918	-0.2918	+0.0478	-0.0478	-0.1801	+0.2557	-0.2557	+0.0396	-0.0396
0.208	0.208	0.208	1.2	1.2	1.2	-0.1958	+0.3107	-0.3107	+0.0306	-0.0306	-0.1548	+0.2692	-0.2692	+0.023	-0.023
0.2396	0.2396	0.2396	1.44	1.44	1.44	0.0998	+0.1905	-0.1905	+0.0308	-0.0308	0.1018	+0.1648	-0.1648	+0.0237	-0.0237
0.2723	0.2723	0.2723	1.71	1.71	1.71	0.312	+0.1865	-0.1865	+0.0485	-0.0485	0.2848	+0.1598	-0.1598	+0.0405	-0.0405
0.3096	0.3096	0.3096	2.05	2.05	2.05	0.3969	+0.1933	-0.1933	+0.0604	-0.0604	0.3561	+0.164	-0.164	+0.0511	-0.0511
0.348	0.348	0.348	2.44	2.44	2.44	0.3443	+0.1998	-0.1998	+0.0529	-0.0529	0.3105	+0.1682	-0.1682	+0.0439	-0.0439
0.3898	0.3898	0.3898	2.92	2.92	2.92	0.3825	+0.2113	-0.2113	+0.0871	-0.0871	0.3377	+0.1768	-0.1768	+0.0734	-0.0734
0.4323	0.4323	0.4323	3.48	3.48	3.48	-0.0881	+0.2724	-0.2724	+0.0804	-0.0804	-0.0528	+0.2276	-0.2276	+0.0679	-0.0679

