Path: /HepData/7076/d73-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.1050 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.105 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1275	0.1275	0.1275	0.0496	0.0496	0.0496	0.0935	+1.7699	-1.7699	+0.3179	-0.3179	-0.0499	+0.8207	-0.8207	+0.0867	-0.0867
0.1486	0.1486	0.1486	0.0592	0.0592	0.0592	0.6584	+1.1541	-1.1541	+0.2785	-0.2785	0.1868	+0.4986	-0.4986	+0.0672	-0.0672
0.1724	0.1724	0.1724	0.0707	0.0707	0.0707	0.7785	+1.0611	-1.0611	+0.2811	-0.2811	0.2111	+0.4273	-0.4273	+0.0574	-0.0574
0.1992	0.1992	0.1992	0.0844	0.0844	0.0844	-0.7894	+1.0259	-1.0259	+0.6983	-0.6983	-0.3952	+0.3859	-0.3859	+0.2225	-0.2225
0.2294	0.2294	0.2294	0.101	0.101	0.101	0.1782	+0.997	-0.997	+0.3758	-0.3758	-0.0296	+0.3514	-0.3514	+0.076	-0.076
0.2613	0.2613	0.2613	0.12	0.12	0.12	0.7127	+0.9571	-0.9571	+0.2947	-0.2947	0.1497	+0.3184	-0.3184	+0.0397	-0.0397
0.2979	0.2979	0.2979	0.144	0.144	0.144	-0.0145	+0.9603	-0.9603	+0.4897	-0.4897	-0.0865	+0.3025	-0.3025	+0.1141	-0.1141
0.3351	0.3351	0.3351	0.171	0.171	0.171	0.8291	+0.9367	-0.9367	+0.374	-0.374	0.1725	+0.2825	-0.2825	+0.0801	-0.0801
0.3766	0.3766	0.3766	0.205	0.205	0.205	0.151	+0.6448	-0.6448	+0.4811	-0.4811	-0.0299	+0.1874	-0.1874	+0.1055	-0.1055
0.4183	0.4183	0.4183	0.244	0.244	0.244	0.7516	+0.5116	-0.5116	+0.3499	-0.3499	0.1408	+0.145	-0.145	+0.0613	-0.0613
0.4625	0.4625	0.4625	0.292	0.292	0.292	1.4413	+0.453	-0.453	+0.4139	-0.4139	0.3308	+0.1264	-0.1264	+0.0978	-0.0978
0.5063	0.5063	0.5063	0.348	0.348	0.348	0.1881	+0.4549	-0.4549	+0.4712	-0.4712	-0.0195	+0.1264	-0.1264	+0.0989	-0.0989
0.5508	0.5508	0.5508	0.416	0.416	0.416	-0.4728	+0.4449	-0.4449	+0.5934	-0.5934	-0.2077	+0.1246	-0.1246	+0.1375	-0.1375
0.5938	0.5938	0.5938	0.496	0.496	0.496	-0.4221	+0.4888	-0.4888	+0.5255	-0.5255	-0.204	+0.1394	-0.1394	+0.1178	-0.1178
0.6357	0.6357	0.6357	0.592	0.592	0.592	-0.3007	+0.4757	-0.4757	+0.4522	-0.4522	-0.1782	+0.1396	-0.1396	+0.1002	-0.1002

