Path: /HepData/7076/d91-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.1950 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.195 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0832	0.0832	0.0832		0.0496	0.0496	0.0496	0.0339	+0.3397	-0.3397	+0.0421	-0.0421	0.0164	+0.2276	-0.2276	+0.0133	-0.0133
	0.0978	0.0978	0.0978		0.0592	0.0592	0.0592	-0.2082	+0.299	-0.299	+0.0526	-0.0526	-0.139	+0.1905	-0.1905	+0.0217	-0.0217
	0.1146	0.1146	0.1146		0.0707	0.0707	0.0707	-0.5158	+0.2738	-0.2738	+0.0821	-0.0821	-0.3191	+0.1654	-0.1654	+0.0412	-0.0412
	0.1338	0.1338	0.1338		0.0844	0.0844	0.0844	-0.7917	+0.2744	-0.2744	+0.1178	-0.1178	-0.4558	+0.157	-0.157	+0.0622	-0.0622
	0.156	0.156	0.156		0.101	0.101	0.101	-0.3283	+0.2654	-0.2654	+0.0667	-0.0667	-0.1743	+0.1435	-0.1435	+0.0281	-0.0281
	0.1801	0.1801	0.1801		0.12	0.12	0.12	-0.3764	+0.2727	-0.2727	+0.0744	-0.0744	-0.1897	+0.1396	-0.1396	+0.0308	-0.0308
	0.2086	0.2086	0.2086		0.144	0.144	0.144	-0.16	+0.2838	-0.2838	+0.0593	-0.0593	-0.0746	+0.1374	-0.1374	+0.019	-0.019
	0.2384	0.2384	0.2384		0.171	0.171	0.171	-0.6967	+0.281	-0.281	+0.1428	-0.1428	-0.3181	+0.1294	-0.1294	+0.0616	-0.0616
	0.2729	0.2729	0.2729		0.205	0.205	0.205	-0.4232	+0.1781	-0.1781	+0.0955	-0.0955	-0.183	+0.0781	-0.0781	+0.0358	-0.0358
	0.3087	0.3087	0.3087		0.244	0.244	0.244	-0.4268	+0.1593	-0.1593	+0.1028	-0.1028	-0.177	+0.067	-0.067	+0.037	-0.037
	0.3483	0.3483	0.3483		0.292	0.292	0.292	-0.4312	+0.1437	-0.1437	+0.1133	-0.1133	-0.1721	+0.0583	-0.0583	+0.0397	-0.0397
	0.3891	0.3891	0.3891		0.348	0.348	0.348	-0.7336	+0.1451	-0.1451	+0.1646	-0.1646	-0.2861	+0.0573	-0.0573	+0.0608	-0.0608
	0.4323	0.4323	0.4323		0.416	0.416	0.416	-0.2711	+0.1413	-0.1413	+0.0668	-0.0668	-0.102	+0.0547	-0.0547	+0.0201	-0.0201
	0.4759	0.4759	0.4759		0.496	0.496	0.496	-0.2391	+0.1513	-0.1513	+0.0572	-0.0572	-0.0899	+0.058	-0.058	+0.0162	-0.0162
	0.5201	0.5201	0.5201		0.592	0.592	0.592	-0.2269	+0.1587	-0.1587	+0.0488	-0.0488	-0.0823	+0.0608	-0.0608	+0.0143	-0.0143

