Path: /HepData/7076/d31-x1-y1
A1 and g1/F1 for the P target at incident energy 5.7000 GeV and W = 1.2750 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- P --> E- X
W : 1.275 GeV
sqrts : 1.275 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.4873	0.4873	0.4873		0.707	0.707	0.707	-0.039	+0.1517	-0.1517	+0.1053	-0.1053	-0.0447	+0.0696	-0.0696	+0.0183	-0.0183
	0.5315	0.5315	0.5315		0.844	0.844	0.844	-0.1171	+0.1361	-0.1361	+0.1044	-0.1044	-0.0765	+0.0625	-0.0625	+0.0182	-0.0182
	0.5759	0.5759	0.5759		1.01	1.01	1.01	0.0154	+0.1413	-0.1413	+0.1002	-0.1002	-0.0107	+0.0656	-0.0656	+0.0174	-0.0174
	0.6173	0.6173	0.6173		1.2	1.2	1.2	0.1045	+0.1651	-0.1651	+0.0979	-0.0979	0.0355	+0.078	-0.078	+0.0176	-0.0176
	0.6594	0.6594	0.6594		1.44	1.44	1.44	0.4817	+0.17	-0.17	+0.0948	-0.0948	0.2245	+0.0824	-0.0824	+0.0185	-0.0185
	0.6969	0.6969	0.6969		1.71	1.71	1.71	0.3054	+0.1587	-0.1587	+0.092	-0.092	0.1479	+0.0794	-0.0794	+0.02	-0.02
	0.7337	0.7337	0.7337		2.05	2.05	2.05	0.2911	+0.1771	-0.1771	+0.0891	-0.0891	0.151	+0.092	-0.092	+0.0236	-0.0236
	0.7664	0.7664	0.7664		2.44	2.44	2.44	0.2791	+0.1889	-0.1889	+0.0882	-0.0882	0.1545	+0.1023	-0.1023	+0.0307	-0.0307
	0.797	0.797	0.797		2.92	2.92	2.92	-0.2594	+0.2102	-0.2102	+0.0852	-0.0852	-0.1399	+0.1191	-0.1191	+0.0367	-0.0367
	0.8239	0.8239	0.8239		3.48	3.48	3.48	0.4047	+0.2507	-0.2507	+0.0898	-0.0898	0.2497	+0.1486	-0.1486	+0.0472	-0.0472
	0.8483	0.8483	0.8483		4.16	4.16	4.16	0.276	+0.2893	-0.2893	+0.0822	-0.0822	0.1834	+0.1799	-0.1799	+0.0473	-0.0473
	0.8696	0.8696	0.8696		4.96	4.96	4.96	0.6552	+0.2827	-0.2827	+0.2854	-0.2854	0.4397	+0.1841	-0.1841	+0.3816	-0.3816

