Path: /HepData/7076/d141-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.4450 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.445 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0395	0.0395	0.0395	0.0496	0.0496	0.0496	-0.1567	+0.2487	-0.2487	+0.0182	-0.0182	-0.133	+0.2239	-0.2239	+0.0123	-0.0123
0.0468	0.0468	0.0468	0.0592	0.0592	0.0592	-0.2421	+0.2343	-0.2343	+0.0524	-0.0524	-0.2038	+0.2073	-0.2073	+0.0447	-0.0447
0.0554	0.0554	0.0554	0.0707	0.0707	0.0707	0.2348	+0.2204	-0.2204	+0.0508	-0.0508	0.2169	+0.1912	-0.1912	+0.042	-0.042
0.0654	0.0654	0.0654	0.0844	0.0844	0.0844	-0.0354	+0.2121	-0.2121	+0.0358	-0.0358	-0.0157	+0.18	-0.18	+0.0268	-0.0268
0.0773	0.0773	0.0773	0.101	0.101	0.101	0.2994	+0.2087	-0.2087	+0.0454	-0.0454	0.2629	+0.1727	-0.1727	+0.0354	-0.0354
0.0905	0.0905	0.0905	0.12	0.12	0.12	-0.364	+0.2041	-0.2041	+0.0407	-0.0407	-0.2783	+0.1645	-0.1645	+0.0281	-0.0281
0.1066	0.1066	0.1066	0.144	0.144	0.144	0.2462	+0.2102	-0.2102	+0.0343	-0.0343	0.2073	+0.1644	-0.1644	+0.0241	-0.0241
0.1242	0.1242	0.1242	0.171	0.171	0.171	0.291	+0.2189	-0.2189	+0.0339	-0.0339	0.2353	+0.1661	-0.1661	+0.023	-0.023
0.1453	0.1453	0.1453	0.205	0.205	0.205	-0.075	+0.1076	-0.1076	+0.026	-0.026	-0.0408	+0.079	-0.079	+0.0113	-0.0113
0.1682	0.1682	0.1682	0.244	0.244	0.244	0.0248	+0.1023	-0.1023	+0.0283	-0.0283	0.0321	+0.0726	-0.0726	+0.0152	-0.0152
0.1949	0.1949	0.1949	0.292	0.292	0.292	-0.1079	+0.1028	-0.1028	+0.0329	-0.0329	-0.0586	+0.0705	-0.0705	+0.0186	-0.0186
0.2239	0.2239	0.2239	0.348	0.348	0.348	0.0084	+0.0996	-0.0996	+0.0299	-0.0299	0.0223	+0.066	-0.066	+0.0178	-0.0178
0.2564	0.2564	0.2564	0.416	0.416	0.416	0.2036	+0.1122	-0.1122	+0.0427	-0.0427	0.1508	+0.072	-0.072	+0.0274	-0.0274
0.2914	0.2914	0.2914	0.496	0.496	0.496	0.2452	+0.1263	-0.1263	+0.0426	-0.0426	0.1779	+0.0788	-0.0788	+0.0284	-0.0284
0.3292	0.3292	0.3292	0.592	0.592	0.592	0.0039	+0.1497	-0.1497	+0.0292	-0.0292	0.0279	+0.091	-0.091	+0.0215	-0.0215

