Path: /HepData/7076/d83-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.1550 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.155 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0988	0.0988	0.0988	0.0496	0.0496	0.0496	-0.0296	+0.6177	-0.6177	+0.1041	-0.1041	-0.0214	+0.3645	-0.3645	+0.0468	-0.0468
0.1157	0.1157	0.1157	0.0592	0.0592	0.0592	-0.5979	+0.4827	-0.4827	+0.1339	-0.1339	-0.3347	+0.2684	-0.2684	+0.0602	-0.0602
0.1352	0.1352	0.1352	0.0707	0.0707	0.0707	-0.3084	+0.4656	-0.4656	+0.1034	-0.1034	-0.1607	+0.2436	-0.2436	+0.0338	-0.0338
0.1573	0.1573	0.1573	0.0844	0.0844	0.0844	0.6463	+0.4512	-0.4512	+0.1267	-0.1267	0.3215	+0.2219	-0.2219	+0.0531	-0.0531
0.1825	0.1825	0.1825	0.101	0.101	0.101	0.2343	+0.4405	-0.4405	+0.1298	-0.1298	0.1117	+0.2036	-0.2036	+0.0491	-0.0491
0.2097	0.2097	0.2097	0.12	0.12	0.12	0.0192	+0.4432	-0.4432	+0.0976	-0.0976	0.0115	+0.1933	-0.1933	+0.0224	-0.0224
0.2415	0.2415	0.2415	0.144	0.144	0.144	0.1847	+0.4681	-0.4681	+0.1037	-0.1037	0.0788	+0.1928	-0.1928	+0.0257	-0.0257
0.2743	0.2743	0.2743	0.171	0.171	0.171	-0.1972	+0.4536	-0.4536	+0.1129	-0.1129	-0.0749	+0.1777	-0.1777	+0.0254	-0.0254
0.3119	0.3119	0.3119	0.205	0.205	0.205	-0.4629	+0.3011	-0.3011	+0.1432	-0.1432	-0.1711	+0.1126	-0.1126	+0.0386	-0.0386
0.3504	0.3504	0.3504	0.244	0.244	0.244	-0.2027	+0.2661	-0.2661	+0.1176	-0.1176	-0.0712	+0.0959	-0.0959	+0.0235	-0.0235
0.3923	0.3923	0.3923	0.292	0.292	0.292	0.1385	+0.2441	-0.2441	+0.1333	-0.1333	0.05	+0.0854	-0.0854	+0.0329	-0.0329
0.4348	0.4348	0.4348	0.348	0.348	0.348	-0.0821	+0.2361	-0.2361	+0.1114	-0.1114	-0.0267	+0.081	-0.081	+0.0205	-0.0205
0.4791	0.4791	0.4791	0.416	0.416	0.416	-0.2046	+0.2382	-0.2382	+0.1116	-0.1116	-0.068	+0.0809	-0.0809	+0.0224	-0.0224
0.523	0.523	0.523	0.496	0.496	0.496	-0.1679	+0.2437	-0.2437	+0.0943	-0.0943	-0.0554	+0.0828	-0.0828	+0.0149	-0.0149
0.5669	0.5669	0.5669	0.592	0.592	0.592	-0.1357	+0.2423	-0.2423	+0.0839	-0.0839	-0.0425	+0.0831	-0.0831	+0.0139	-0.0139

