Path: /HepData/7076/d103-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.2550 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.255 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0668	0.0668	0.0668	0.0496	0.0496	0.0496	0.0313	+0.2867	-0.2867	+0.0354	-0.0354	0.0124	+0.2177	-0.2177	+0.0124	-0.0124
0.0787	0.0787	0.0787	0.0592	0.0592	0.0592	-0.2695	+0.2442	-0.2442	+0.0574	-0.0574	-0.2101	+0.1784	-0.1784	+0.0316	-0.0316
0.0925	0.0925	0.0925	0.0707	0.0707	0.0707	-0.3525	+0.2342	-0.2342	+0.0617	-0.0617	-0.263	+0.1641	-0.1641	+0.0306	-0.0306
0.1085	0.1085	0.1085	0.0844	0.0844	0.0844	-0.5013	+0.226	-0.226	+0.0837	-0.0837	-0.3485	+0.1515	-0.1515	+0.0472	-0.0472
0.1272	0.1272	0.1272	0.101	0.101	0.101	-0.2467	+0.2192	-0.2192	+0.0549	-0.0549	-0.1647	+0.1401	-0.1401	+0.0232	-0.0232
0.1475	0.1475	0.1475	0.12	0.12	0.12	0.1792	+0.2227	-0.2227	+0.0515	-0.0515	0.1078	+0.1358	-0.1358	+0.0227	-0.0227
0.172	0.172	0.172	0.144	0.144	0.144	-0.4725	+0.2265	-0.2265	+0.0834	-0.0834	-0.2697	+0.1314	-0.1314	+0.0429	-0.0429
0.1978	0.1978	0.1978	0.171	0.171	0.171	-0.8601	+0.2258	-0.2258	+0.1493	-0.1493	-0.4718	+0.1249	-0.1249	+0.079	-0.079
0.2282	0.2282	0.2282	0.205	0.205	0.205	-0.3748	+0.1409	-0.1409	+0.0798	-0.0798	-0.1938	+0.0743	-0.0743	+0.0365	-0.0365
0.2603	0.2603	0.2603	0.244	0.244	0.244	-0.3694	+0.1177	-0.1177	+0.0861	-0.0861	-0.1829	+0.0594	-0.0594	+0.0381	-0.0381
0.2964	0.2964	0.2964	0.292	0.292	0.292	-0.4407	+0.1177	-0.1177	+0.1085	-0.1085	-0.2103	+0.0571	-0.0571	+0.0478	-0.0478
0.3342	0.3342	0.3342	0.348	0.348	0.348	-0.4682	+0.1145	-0.1145	+0.1063	-0.1063	-0.216	+0.0537	-0.0537	+0.0457	-0.0457
0.375	0.375	0.375	0.416	0.416	0.416	-0.551	+0.1189	-0.1189	+0.1087	-0.1087	-0.249	+0.0542	-0.0542	+0.0461	-0.0461
0.4171	0.4171	0.4171	0.496	0.496	0.496	-0.5376	+0.1262	-0.1262	+0.0927	-0.0927	-0.2404	+0.0564	-0.0564	+0.038	-0.038
0.4606	0.4606	0.4606	0.592	0.592	0.592	-0.5315	+0.1323	-0.1323	+0.0778	-0.0778	-0.232	+0.0584	-0.0584	+0.0312	-0.0312

