  2   4    0.730   37.10    0.035 -3.402388e+01 1.030946e+00 O'Connell:1987ag
  2   4    0.730   37.10    0.045 7.176805e+02 8.101672e+00 O'Connell:1987ag
  2   4    0.730   37.10    0.055 2.916821e+03 1.809834e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.085 7.618553e+03 8.017024e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.095 9.282530e+03 1.012929e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.105 9.300849e+03 9.241657e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.115 9.300880e+03 2.528384e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.125 8.466317e+03 1.392226e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.135 7.927185e+03 1.651585e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.145 6.682301e+03 1.547390e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.165 4.342524e+03 5.760561e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.175 3.618260e+03 7.779237e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.195 2.288704e+03 9.468018e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.205 2.022124e+03 6.421028e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.225 1.570646e+03 8.576298e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.235 1.817206e+03 8.688366e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.245 1.555954e+03 8.389719e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.255 1.591172e+03 6.058009e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.265 1.756217e+03 6.419952e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.275 1.852494e+03 6.436394e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.285 2.224735e+03 9.615578e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.295 2.282867e+03 6.979671e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.305 2.796459e+03 1.039418e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.315 2.528537e+03 1.044535e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.325 2.819453e+03 1.098289e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.335 3.137817e+03 8.817157e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.345 3.064606e+03 6.489054e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.365 3.158077e+03 8.941835e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.375 2.603549e+03 1.251396e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.385 3.605159e+03 9.696873e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.395 3.035493e+03 1.335958e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.405 3.033366e+03 7.051080e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.415 2.825718e+03 1.003620e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.425 3.108484e+03 1.031424e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.435 2.843514e+03 1.441775e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.445 2.511200e+03 8.668116e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.455 2.338461e+03 1.327454e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.465 2.362501e+03 9.648274e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.475 2.269603e+03 1.215712e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.485 2.114721e+03 1.694541e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.495 2.177985e+03 1.139229e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.505 2.042948e+03 9.916517e+01 O'Connell:1987ag
  2   4    0.730   37.10    0.515 1.597627e+03 1.223254e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.525 2.306441e+03 1.645021e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.545 2.419273e+03 1.478777e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.565 1.627267e+03 1.792211e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.595 1.787961e+03 4.510057e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.605 2.198102e+03 3.872176e+02 O'Connell:1987ag
  2   4    0.730   37.10    0.615 5.323466e+03 3.694662e+02 O'Connell:1987ag
